门店ID,门店名称,省份,城市,城市层级,门店类型,商圈,加盟商ID,加盟商名称,加盟商类型,合作状态,信用等级,签约日期,月份,月营收,堂食营收,外卖营收,订单数,毛利,店面贡献利润,单店净利润,毛利率,店面贡献利润率,堂食占比,外卖占比,人工占比,房租占比,客单价,同侪门店数,城市同店型_营收_P25,城市同店型_营收_中位数,城市同店型_营收_P75,城市同店型_利润率_P25,城市同店型_利润率_中位数,城市同店型_利润率_P75,城市同店型_堂食占比_中位数,营收_对中位数比,利润率_对中位数差,堂食占比_对中位数差,总投资额,累计店面贡献利润,累计回本率,预计完整回本月数,已开业月数,招商承诺回本月数,回本偏离度,回本风险等级,标杆门店标志,本店位置标签,可改进项,总部本月支持
S00830,西安CBD0830店,陕西,西安,新一线,写字楼店,CBD,F0107,加盟商0107,个体投资人,正常合作,B,2024-01-04,2026-05,34177.83,26529.52,7648.309999999999,351,17839.32,4237.97,2645.2299999999996,0.521955899482208,0.123997632383332,0.776220140365845,0.223779859634155,0.216410169984461,0.14042816644591,97.37273504273504,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.149091477590789,-0.034763221494818,0.082430286637971,1558930,17289.499999999985,0.011090619848229,360.66514358425667,28,22.0,338.66514358425667,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00799,广州社区0799店,广东,广州,一线,外卖卫星店,社区,F0093,加盟商0093,个体投资人,正常合作,B,2022-01-02,2026-03,21461.460000000003,2557.97,18903.49,251,8109.400000000003,4096.210000000003,3187.360000000004,0.377858729089261,0.190863529321864,0.119189002052982,0.880810997947018,0.115464651519515,0.056107552794637,85.50382470119523,16,28760.38,33965.43,39143.03,0.17444891097412,0.211323699067304,0.223489559001371,0.148792091940873,0.631861866609668,-0.020460169745441,-0.029603089887891,1113162,13260.180000000006,0.011912174508293,335.79091686538175,52,12.0,323.79091686538175,严重,FALSE,尾部 Bottom 25%,"营收低于同侪 30%+, 建议会员拉新+私域引流",提供品牌活动 + 私域内容 + 督导巡店
S00788,南京CBD0788店,江苏,南京,新一线,写字楼店,CBD,F0087,加盟商0087,个体投资人,正常合作,D,2025-06-24,2026-05,33236.45000000002,24508.66000000001,8727.789999999999,363,19369.79000000002,6576.620000000019,5009.33000000002,0.582787572078246,0.197873719967085,0.737403061999702,0.262596938000298,0.229838625966371,0.127769361649635,91.56046831955928,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.117441377652484,0.039112866088936,0.043613208271827,1480504,20099.43000000008,0.013576072742796,294.6360170412781,10,22.0,272.6360170412781,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00806,青岛CBD0806店,山东,青岛,新一线,快取店,CBD,F0097,加盟商0097,区域代理,正常合作,B,2025-04-09,2026-03,38452.379999999976,23841.539999999997,14610.839999999995,452,21228.189999999977,13800.409999999976,12213.329999999973,0.55206439757435,0.358896120344176,0.620027680991398,0.379972319008602,0.085185104277031,0.083349067079853,85.07163716814154,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.223974018342876,0.035622881624912,0.010430230475465,1150930,35857.239999999976,0.031155013771472,128.39024977940306,13,15.0,113.39024977940306,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00835,武汉CBD0835店,湖北,武汉,新一线,快取店,CBD,F0110,加盟商0110,投资公司,关注名单,B,2022-09-24,2026-03,40571.62,23266.859999999997,17304.76,437,20725.820000000003,12907.680000000004,11095.280000000006,0.510845265730084,0.318145541144278,0.573476237823385,0.426523762176615,0.109474553887668,0.067667744102898,92.8412356979405,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.291431343445587,-0.005127697574986,-0.036121212692549,1583589,35972.29999999999,0.022715679383982,176.08982467064942,43,15.0,161.08982467064942,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",高频督导 + 定制运营方案
S00851,苏州社区0851店,江苏,苏州,新一线,快取店,社区,F0118,加盟商0118,个体投资人,正常合作,B,2024-01-07,2026-03,24996.430000000008,15237.76,9758.669999999998,275,12119.360000000006,6278.810000000007,5254.960000000006,0.484843635671174,0.251188269684911,0.609597450515934,0.390402549484066,0.105869518167194,0.096969447237065,90.89610909090912,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,0.795658964967225,-0.072084969034353,0.0,1074290,25502.05000000001,0.023738515670815,168.50253214937615,28,15.0,153.50253214937615,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00819,东莞写字楼0819店,广东,东莞,新一线,写字楼店,写字楼,F0102,加盟商0102,个体投资人,关注名单,A,2023-12-14,2026-05,28587.1,20892.67,7694.4299999999985,325,16547.299999999996,5828.999999999995,4557.929999999997,0.578838007352967,0.203903159117224,0.73084258284331,0.26915741715669,0.197293534496329,0.138616019113516,87.9603076923077,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,0.961125764246462,0.045142305239075,0.037052729115436,1349451,22623.569999999978,0.016765017773895,238.59205244795606,29,22.0,216.59205244795606,严重,FALSE,中位 ±10%,"运营正常, 继续保持",高频督导 + 定制运营方案
S00843,深圳写字楼0843店,广东,深圳,一线,外卖卫星店,写字楼,F0114,加盟商0114,区域代理,正常合作,B,2023-07-21,2026-03,33447.75000000001,2537.5,30910.25,388,13320.26000000001,7193.680000000009,5640.7300000000105,0.398240838322458,0.215072164794344,0.075864594778423,0.924135405221577,0.086410595630498,0.071543526844108,86.20554123711342,16,28760.38,33965.43,39143.03,0.17444891097412,0.211323699067304,0.223489559001371,0.148792091940873,0.984758620750569,0.003748465727039,-0.07292749716245,1458097,22297.05000000001,0.015291883873295,261.57666597150734,33,12.0,249.57666597150734,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00854,长沙购物中心0854店,湖南,长沙,新一线,快取店,购物中心,F0119,加盟商0119,个体投资人,正常合作,A,2021-02-13,2026-03,35159.430000000015,21880.36,13279.070000000002,384,16746.750000000015,8556.850000000013,6852.810000000012,0.476308916270827,0.243372830560678,0.622318393671342,0.377681606328658,0.10328807947114,0.101784926547444,91.56101562500004,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.119156442845543,-0.079900408158586,0.012720943155409,1021981,27416.010000000013,0.026826340215718,149.10718226321038,63,15.0,134.10718226321038,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00872,成都CBD0872店,四川,成都,新一线,学校店,CBD,F0129,加盟商0129,区域代理,续约预警,C,2022-03-22,2026-03,40222.66000000001,28457.02000000001,11765.639999999998,437,20425.50000000001,7073.820000000011,5599.49000000002,0.507810771341329,0.175866538911151,0.707487272099856,0.292512727900144,0.153106234147617,0.146670806953096,92.04270022883297,13,27681.129999999986,28454.599999999995,32839.759999999995,0.194126329398705,0.229739304014114,0.250269047887007,0.703086869243486,1.413573200818146,-0.053872765102962,0.004400402856371,1730201,24063.449999999997,0.013907892782399,287.60647371844027,49,20.0,267.60647371844027,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00824,重庆CBD0824店,重庆,重庆,新一线,写字楼店,CBD,F0104,加盟商0104,个体投资人,正常合作,A,2023-08-15,2026-05,23694.31000000001,16783.16,6911.15,347,13671.880000000008,3453.6000000000085,2429.8500000000095,0.57701110519783,0.145756512850554,0.708320267608552,0.291679732391447,0.224742986818354,0.170552339359112,68.28331412103749,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,0.796625464179388,-0.013004341027595,0.014530413880677,933493,16367.63000000003,0.01753374690544,228.1315010175568,33,22.0,206.1315010175568,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00858,重庆购物中心0858店,重庆,重庆,新一线,快取店,购物中心,F0123,加盟商0123,区域代理,正常合作,A,2023-08-29,2026-03,29154.100000000006,16727.83,12426.269999999997,366,13534.020000000006,8678.540000000008,7182.810000000009,0.464223556892513,0.297678199635729,0.573772814115339,0.426227185884661,0.094719096113411,0.050674519192841,79.65601092896176,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,0.928001359816221,-0.025595039083535,-0.035824636400595,1000896,29155.820000000003,0.029129719771085,137.3168033003359,32,15.0,122.31680330033589,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00863,乌鲁木齐CBD0863店,新疆,乌鲁木齐,三线,快取店,CBD,F0125,加盟商0125,区域代理,正常合作,B,2022-11-11,2026-05,10378.96,5361.650000000001,5017.31,155,5310.32,3256.959999999999,2800.5099999999993,0.511642785018923,0.313804080562985,0.516588367235253,0.483411632764747,0.087141678935076,0.082836816020102,66.9610322580645,13,7279.4400000000005,8443.73,10378.96,0.272044278131285,0.309774546522729,0.325854721160242,0.540144921104849,1.229191364479916,0.004029534040256,-0.023556553869596,1624664,16383.939999999988,0.010084509781715,396.64793694312874,42,15.0,381.64793694312874,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01067,宁波社区1067店,浙江,宁波,新一线,快取店,社区,F0075,加盟商0075,个体投资人,正常合作,B,2023-08-17,2026-03,22886.89,14277.800000000001,8609.089999999997,267,12791.11,7609.120000000001,6598.030000000001,0.558883710281301,0.332466315869041,0.623841858810874,0.376158141189126,0.092705037687515,0.106112713435508,85.71868913857678,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,0.728510399633817,0.009193077149777,0.01424440829494,1466613,24159.519999999997,0.016473002762147,242.82154612343294,33,15.0,227.82154612343294,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00982,重庆社区0982店,重庆,重庆,新一线,快取店,社区,F0035,加盟商0035,区域代理,正常合作,D,2024-02-01,2026-03,18362.649999999998,12211.089999999997,6151.56,245,10226.239999999998,7175.799999999998,6402.489999999998,0.556904368378202,0.390782376182087,0.66499606538272,0.33500393461728,0.091629476137703,0.056331194027006,74.94959183673468,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,0.584499750286558,0.067509137462823,0.055398614866786,1353539,19250.309999999998,0.014222205640177,281.25032791679723,27,15.0,266.25032791679723,严重,FALSE,尾部 Bottom 25%,"营收低于同侪 30%+, 建议会员拉新+私域引流",提供品牌活动 + 私域内容 + 督导巡店
S01065,苏州购物中心1065店,江苏,苏州,新一线,快取店,购物中心,F0073,加盟商0073,个体投资人,正常合作,B,2022-11-16,2026-03,31928.349999999995,17516.970000000005,14411.38,385,15067.849999999995,9615.629999999994,7933.759999999995,0.471926986518251,0.301162759741734,0.548633737728383,0.451366262271618,0.092308246433029,0.057152655868531,82.9307792207792,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.016308245381893,-0.02211047897753,-0.060963712787551,895604,29200.75999999999,0.032604543972559,122.68228635145117,42,15.0,107.68228635145117,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01060,沈阳写字楼1060店,辽宁,沈阳,新一线,写字楼店,写字楼,F0069,加盟商0069,个体投资人,正常合作,A,2021-02-23,2026-05,30149.930000000004,19226.75,10923.179999999997,329,15602.240000000003,3162.7400000000034,1674.6600000000035,0.517488431979776,0.104900409387352,0.637704631486707,0.362295368513293,0.220492717561865,0.165474679377365,91.64112462006081,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.013669610181772,-0.053860444490797,-0.056085222241168,911391,16079.289999999986,0.017642581504535,226.72418993624737,62,22.0,204.72418993624737,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00983,青岛CBD0983店,山东,青岛,新一线,写字楼店,CBD,F0036,加盟商0036,个体投资人,续约预警,C,2023-03-05,2026-05,31290.41,25242.809999999998,6047.6,343,17101.94,4448.309999999998,2989.329999999998,0.546555318386688,0.142162087361591,0.806726725536674,0.193273274463326,0.224514475841,0.153692137622997,91.22568513119533,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.052013643385832,-0.016598766516558,0.112936871808799,1295681,20839.460000000014,0.016083789142544,248.69761500537905,38,22.0,226.69761500537905,严重,FALSE,中位 ±10%,"运营正常, 继续保持",加强督导 + 专项营销补贴
S01079,武汉CBD1079店,湖北,武汉,新一线,快取店,CBD,F0082,加盟商0082,个体投资人,正常合作,B,2023-10-11,2026-03,34241.56,21888.21,12353.350000000004,436,17535.799999999996,11069.379999999996,9486.509999999998,0.512120359002335,0.323273238719264,0.639229345859242,0.360770654140758,0.114150465107314,0.058205000005841,78.5356880733945,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.089939810943528,0.0,0.029631895343309,866141,35321.23999999998,0.040780011568555,98.08726986934778,31,15.0,83.08726986934778,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01050,东莞CBD1050店,广东,东莞,新一线,写字楼店,CBD,F0061,加盟商0061,个体投资人,正常合作,B,2022-01-07,2026-05,30507.339999999986,18485.559999999998,12021.779999999999,359,15920.119999999984,5039.959999999985,3862.909999999989,0.521845562412193,0.165204832673055,0.605938111942897,0.394061888057104,0.193272832046321,0.128588398726339,84.9786629526462,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.025686077728298,0.006443978794906,-0.087851741784978,1276471,22058.61999999995,0.017280940969282,231.4688770195058,52,22.0,209.4688770195058,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00987,南京写字楼0987店,江苏,南京,新一线,快取店,写字楼,F0038,加盟商0038,个体投资人,正常合作,C,2024-05-09,2026-03,36127.93000000001,21411.249999999996,14716.680000000004,399,19514.63000000001,11531.340000000007,10030.980000000007,0.540153559863518,0.319180755720021,0.592650893643782,0.407349106356218,0.117574131703643,0.083070909404441,90.54619047619049,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.149984673419699,-0.004092482999243,-0.016946556872152,1203555,39996.11000000002,0.033231642924503,120.3672057107553,24,15.0,105.3672057107553,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00993,沈阳社区0993店,辽宁,沈阳,新一线,外卖卫星店,社区,F0040,加盟商0040,区域代理,正常合作,C,2025-04-01,2026-03,17452.739999999998,3058.5000000000005,14394.24,192,7890.959999999997,4334.2199999999975,3652.7099999999973,0.452133017508998,0.24834037520756,0.175244689372557,0.824755310627443,0.109122120652688,0.071220335603464,90.89968749999998,38,20235.829999999998,25152.360000000004,30435.629999999994,0.193304809662809,0.222960836894181,0.255298144681014,0.159881273655154,0.693880812774626,0.02537953831338,0.015363415717403,1267853,12590.590000000002,0.009930638646594,402.793832536839,13,12.0,390.793832536839,严重,FALSE,尾部 Bottom 25%,"营收低于同侪 30%+, 建议会员拉新+私域引流",提供品牌活动 + 私域内容 + 督导巡店
S01037,杭州购物中心1037店,浙江,杭州,新一线,外卖卫星店,购物中心,F0054,加盟商0054,个体投资人,正常合作,C,2021-11-19,2026-03,24897.520000000008,4922.700000000001,19974.820000000003,320,11259.900000000007,7133.5900000000065,6032.380000000005,0.452249862636921,0.286518094974921,0.19771848762447,0.80228151237553,0.099376162766412,0.044828962884657,77.80475000000003,38,20235.829999999998,25152.360000000004,30435.629999999994,0.193304809662809,0.222960836894181,0.255298144681014,0.159881273655154,0.989868147561501,0.063557258080741,0.037837213969316,1297440,18419.690000000006,0.014196949377235,281.7506700709946,54,12.0,269.7506700709946,严重,FALSE,中位 ±10%,"同侪标杆, 持续优秀!",提供品牌活动 + 私域内容 + 督导巡店
S00980,深圳写字楼0980店,广东,深圳,一线,外卖卫星店,写字楼,F0034,加盟商0034,餐饮集团子公司,正常合作,B,2021-03-25,2026-03,37974.87000000001,4772.669999999999,33202.20000000001,420,15881.330000000009,8024.990000000009,6258.500000000007,0.418206303273718,0.211323699067304,0.125679692912708,0.874320307087292,0.108241318535126,0.076913495688069,90.41635714285717,16,28760.38,33965.43,39143.03,0.17444891097412,0.211323699067304,0.223489559001371,0.148792091940873,1.118044729597123,0.0,-0.023112399028165,1660119,21349.43,0.012860180505132,311.0376248920931,61,12.0,299.0376248920931,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01024,沈阳CBD1024店,辽宁,沈阳,新一线,写字楼店,CBD,F0048,加盟商0048,个体投资人,正常合作,B,2024-08-21,2026-05,27758.570000000003,19246.38,8512.190000000002,336,15017.460000000003,4917.070000000002,3597.4400000000023,0.541002652514161,0.177137006697391,0.693349117047456,0.306650882952544,0.190926621940539,0.139369931520248,82.61479166666668,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,0.933269789717702,0.018376152819242,-4.40736680419E-4,1405684,20174.66,0.01435220149052,278.7028876818742,20,22.0,256.7028876818742,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01058,杭州写字楼1058店,浙江,杭州,新一线,写字楼店,写字楼,F0067,加盟商0067,个体投资人,正常合作,B,2023-09-05,2026-05,32941.759999999995,21883.749999999996,11058.010000000002,326,18239.859999999993,4460.349999999993,3064.8299999999945,0.553700227310259,0.135401083609376,0.664316357110246,0.335683642889755,0.226775375693345,0.168712297096451,101.0483435582822,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.107533616758031,-0.023359770268773,-0.029473496617629,1481821,18559.97999999998,0.012525116056528,319.3583182740502,32,22.0,297.3583182740502,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01078,沈阳写字楼1078店,辽宁,沈阳,新一线,写字楼店,写字楼,F0081,加盟商0081,区域代理,正常合作,C,2022-01-08,2026-05,24605.40000000001,14533.740000000002,10071.66,328,12670.650000000009,2626.4300000000094,1583.0000000000073,0.514954034480236,0.106742015980232,0.590672779146041,0.409327220853959,0.197157940939794,0.176601884139254,75.01646341463417,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,0.827257185219553,-0.052018837897917,-0.103117074581834,1384845,15816.200000000026,0.011420917142352,350.23456961849183,52,22.0,328.23456961849183,严重,FALSE,中下 P25-P50,"堂食占比低于同侪 10pp+, 建议堂食提振专题",提供品牌活动 + 私域内容 + 督导巡店
S01045,沈阳CBD1045店,辽宁,沈阳,新一线,快取店,CBD,F0058,加盟商0058,个体投资人,正常合作,B,2025-05-27,2026-03,36544.69999999999,22370.58,14174.119999999999,437,18947.799999999992,11545.589999999993,9927.869999999999,0.518482844297531,0.315930627423402,0.612142937279551,0.387857062720449,0.111317920245617,0.063407552942014,83.62631578947367,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.163250839301362,-0.007342611295862,0.002545486763618,1685803,34269.130000000005,0.020328075107234,196.77219701813263,11,15.0,181.77219701813263,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00994,上海写字楼0994店,上海,上海,一线,外卖卫星店,写字楼,F0041,加盟商0041,餐饮集团子公司,正常合作,B,2022-08-22,2026-03,42040.03999999999,7748.8600000000015,34291.17999999999,409,17624.11999999999,9395.509999999991,7495.369999999995,0.419222246220508,0.223489559001371,0.184320947363514,0.815679052636487,0.107953512889141,0.064372203261462,102.78738386308066,16,28760.38,33965.43,39143.03,0.17444891097412,0.211323699067304,0.223489559001371,0.148792091940873,1.237730245134538,0.012165859934066,0.03552885542264,1340119,25026.529999999988,0.018674856486625,214.19173972580307,44,12.0,202.19173972580307,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01055,郑州写字楼1055店,河南,郑州,新一线,写字楼店,写字楼,F0064,加盟商0064,区域代理,正常合作,B,2023-12-20,2026-05,26975.330000000005,17974.82,9000.509999999998,308,14446.680000000006,3363.3400000000056,2303.3500000000095,0.535551557663984,0.124682070617857,0.66634291406259,0.33365708593741,0.204031980331659,0.171196422805578,87.58224025974027,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,0.906936508496857,-0.034078783260292,-0.027446939665285,1308477,20979.89999999998,0.01603383169899,249.47249510245544,29,22.0,227.47249510245544,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01062,南京社区1062店,江苏,南京,新一线,快取店,社区,F0071,加盟商0071,区域代理,正常合作,B,2022-06-21,2026-03,28297.309999999998,18797.429999999993,9499.879999999997,272,14438.939999999999,9586.149999999998,8302.220000000001,0.510258395586011,0.338765416218008,0.664283283464046,0.335716716535953,0.088182940357228,0.05859920960685,104.03422794117647,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,0.90072895953369,0.015492177498744,0.054685832948113,976522,25176.829999999994,0.025782143157041,155.14614032028658,46,15.0,140.14614032028658,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01010,天津CBD1010店,天津,天津,新一线,外卖卫星店,CBD,F0044,加盟商0044,区域代理,正常合作,D,2024-10-18,2026-03,30435.629999999994,4187.049999999999,26248.579999999998,350,12585.929999999997,7924.699999999997,6356.569999999992,0.413526186249471,0.260375750395178,0.137570669639498,0.862429330360502,0.088591561929226,0.044590829892465,86.95894285714284,38,20235.829999999998,25152.360000000004,30435.629999999994,0.193304809662809,0.222960836894181,0.255298144681014,0.159881273655154,1.210050667213732,0.037414913500997,-0.022310604015656,1016155,23492.999999999993,0.023119504406316,173.01408930319676,19,12.0,161.01408930319676,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01019,沈阳CBD1019店,辽宁,沈阳,新一线,写字楼店,CBD,F0047,加盟商0047,区域代理,纠纷处理,B,2024-07-01,2026-05,36477.31999999999,26578.019999999993,9899.300000000001,342,19900.719999999994,4492.829999999995,2583.929999999993,0.545564202633307,0.12316776561436,0.728617672570244,0.271382327429756,0.205263983209293,0.177035758109423,106.6588304093567,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,1.226402540399786,-0.035593088263789,0.034827818842369,1117637,17948.059999999994,0.016058935056731,249.0825192249191,22,22.0,227.0825192249191,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",专项处理
S00065,武汉购物中心0065店,湖北,武汉,新一线,快取店,购物中心,F0032,加盟商0032,区域代理,续约预警,C,2021-09-19,2026-03,32853.15000000001,20501.140000000003,12352.010000000004,418,17196.500000000007,11359.620000000006,9758.44000000001,0.523435347904235,0.345769583738546,0.624023571560109,0.375976428439891,0.084715468684129,0.067619999908685,78.59605263157897,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,1.045745465448986,0.022496345019282,0.014426121044176,1226363,32251.229999999996,0.026298273838986,152.10123768922924,56,15.0,137.10123768922924,严重,FALSE,中位 ±10%,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00097,宁波CBD0097店,浙江,宁波,新一线,外卖卫星店,CBD,F0043,加盟商0043,个体投资人,续约预警,B,2024-04-03,2026-03,35523.159999999996,4017.2999999999997,31505.86,356,15617.209999999995,8802.229999999996,7221.659999999993,0.439634593318838,0.247788485033426,0.113089601262951,0.886910398737049,0.086472881354024,0.085687759760111,99.78415730337078,38,20235.829999999998,25152.360000000004,30435.629999999994,0.193304809662809,0.222960836894181,0.255298144681014,0.159881273655154,1.412319162098506,0.024827648139245,-0.046791672392203,971334,21939.43999999999,0.022586916549817,177.09367240002487,25,12.0,165.09367240002487,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00093,青岛写字楼0093店,山东,青岛,新一线,写字楼店,写字楼,F0042,加盟商0042,投资公司,正常合作,C,2024-09-25,2026-05,28417.77,21545.47,6872.299999999998,334,14959.36,3505.999999999999,1977.510000000002,0.526408652051164,0.123373508899537,0.758168920362154,0.241831079637846,0.183266315407578,0.17567775374352,85.08314371257485,39,27638.03999999999,29743.350000000006,32329.770000000015,0.123997632383332,0.158760853878149,0.181746520190217,0.693789853727875,0.955432726979308,-0.035387344978612,0.064379066634279,1494171,17982.020000000008,0.012034780490319,332.3700007006998,19,22.0,310.3700007006998,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00019,武汉校园0019店,湖北,武汉,新一线,快取店,校园,F0010,加盟商0010,投资公司,正常合作,B,2023-11-10,2026-03,21083.070000000007,13100.830000000002,7982.24,286,11042.620000000006,6647.120000000006,5708.960000000006,0.523767174325181,0.315282356886355,0.621391002354021,0.378608997645978,0.094771302281878,0.092417280785009,73.71702797202799,66,23760.14,31416.010000000006,36606.54000000001,0.295102097881515,0.323273238719264,0.34197989631727,0.609597450515934,0.671093178287122,-0.007990881832909,0.011793551838088,1209054,22706.67,0.018780525931844,212.98658059504103,30,15.0,197.98658059504103,严重,FALSE,尾部 Bottom 25%,"营收低于同侪 30%+, 建议会员拉新+私域引流",提供品牌活动 + 私域内容 + 督导巡店
S00089,北京街边店0089店,北京,北京,一线,外卖卫星店,街边店,F0039,加盟商0039,个体投资人,正常合作,B,2025-03-24,2026-03,20807.68,4463.97,16343.710000000001,279,9493.14,4945.669999999999,3849.1399999999994,0.456232506459154,0.237684835599163,0.214534729484498,0.785465270515502,0.098046971118356,0.10391403558686,74.57949820788531,16,28760.38,33965.43,39143.03,0.17444891097412,0.211323699067304,0.223489559001371,0.148792091940873,0.612613471991964,0.026361136531859,0.065742637543625,921258,15158.330000000005,0.016453946668577,243.10276923645273,13,12.0,231.10276923645273,严重,FALSE,尾部 Bottom 25%,"营收低于同侪 30%+, 建议会员拉新+私域引流",提供品牌活动 + 私域内容 + 督导巡店
S00028,东莞社区0028店,广东,东莞,新一线,学校店,社区,F0014,加盟商0014,个体投资人,正常合作,C,2021-04-20,2026-03,21727.47,15397.600000000004,6329.869999999999,261,11575.820000000002,5038.450000000003,4098.680000000004,0.532773489044054,0.231893082811759,0.708669716262409,0.291330283737591,0.149849476262077,0.130540279194955,83.24701149425287,13,27681.129999999986,28454.599999999995,32839.759999999995,0.194126329398705,0.229739304014114,0.250269047887007,0.703086869243486,0.763583743928926,0.002153778797645,0.005582847018923,1476478,16903.750000000007,0.01144869750853,349.38472232492774,61,20.0,329.38472232492774,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
